Term,TF-IDF
hypercalcemia,2.0188798021964427
samples,2.017380348358327
denser,2.0168673835059536
esophagectomy,2.0165934158045156
noncalcified,2.0154119790420513
interpolar,2.0139879951426494
mp,2.0124268841179465
thyroidectomy,2.0120347084590575
evidenced,2.0118800848946905
pericarditis,2.0111813881542977
reformation,2.00920913874436
obstructionlung,2.0086336124800983
azygos,2.008498429739687
hypokalemia,2.0084041351138597
control,2.0073516535733753
lumbosacral,2.0054517923657387
terminated,2.005363747441024
failureleft,2.0043313478947216
oriented,2.003445919266129
interspace,2.0003764049477124
sl,2.0000219403786588
global,1.9990086657574715
tx,1.9987639562999677
pacing,1.9980241368587768
production,1.9978986260769034
nasal,1.9910432899421922
advancing,1.9910351811949552
traumatic,1.9904695581137837
consequence,1.9902603667427972
inseparable,1.9902316170622298
pharynx,1.989576501554276
raise,1.988194268525047
mapdvt,1.9876701347581054
management,1.9831064672437662
hydrothorax,1.977575531886711
set,1.9775257795193242
shadows,1.9757875914647605
mesentery,1.9756014556071142
finally,1.974173415544313
ymf,1.9733695946735608
vw,1.972509440508269
regressed,1.970782842340723
upperlobectomy,1.969619037847268
involve,1.9664929134594027
natg,1.966208084183659
carth,1.9655075327984786
infarctioncardiac,1.9655075327984786
ranging,1.9653085971233495
debility,1.964734588692218
safe,1.9638987578254585
marking,1.9631570261225935
watershed,1.9627076727669681
ureteral,1.9625022844283704
answered,1.9616390897975047
bandemia,1.9610291708928735
sel,1.9600659997190246
reaeration,1.958031144985187
subjacent,1.9566855813055004
cancerhypoxia,1.9566624744598893
chemical,1.9560654962668802
unfolding,1.9538316477666815
whereas,1.9521508104959262
outer,1.9512658933815852
center,1.947939243515045
hypointense,1.9475200400068626
kkgc,1.940263001269535
expiration,1.9399030425032404
vol,1.9396231859545534
exertion,1.9369729322940892
undergoing,1.9354264689952352
interlobar,1.9350429724037768
sternum,1.9349271587234678
plasma,1.934567700068389
polytrauma,1.9312892320916424
departmental,1.930624709566589
beginning,1.9294099807820024
bubbles,1.9291529367219464
jxkc,1.9290346788612969
temps,1.924603278273082
resting,1.9244054628707492
presurgical,1.9243108300493756
trachael,1.9239106137287907
oval,1.9238552417276107
dislodged,1.9229127761686962
abcess,1.9204998981072596
infiltrateedema,1.919259161893932
hepatopetal,1.9179647620688487
ygd,1.9153471038703458
postpull,1.9124008662575223
laser,1.9118590383786145
temperature,1.9109562946271685
correlates,1.9097757433348057
svcra,1.9082382543180274
rectal,1.9064555172018058
gangrene,1.9063901924239552
caval,1.90600521317163
transplant,1.905371644700295
biopsies,1.8976320062666199
conray,1.8974047291815188
spike,1.8961581109042718
posted,1.89593761595146
documented,1.89515024698101
diff,1.894878164078301
situation,1.8940881143778319
nonobstructive,1.893410857790125
traversing,1.8916215538229715
anatomic,1.8902010224345693
rlung,1.889427161905036
dilator,1.8890845093912159
possibilities,1.8888383871231118
preservation,1.8884500784024576
desatting,1.8847888809319608
delay,1.8838603908230602
regard,1.8837099369419599
nasointestinal,1.883669188216254
aids,1.8822717262795503
maximum,1.8821027028016468
electrode,1.8816673534642352
stations,1.880994115572304
revealing,1.8808200222191893
hypertrophy,1.8793269490559759
detecting,1.8777074568817238
sicu,1.8739998260044184
taking,1.8738707883247427
fbr,1.8705807001057908
sensitivity,1.8696617075557436
retroperitoneum,1.8689568610273413
legionella,1.8675287762966422
dementia,1.8674044266840064
nursing,1.864780525746252
pleuravac,1.8642931582491817
statlock,1.8631265945643514
highgrade,1.8629520726390938
know,1.8619295057000924
stented,1.861832064003744
pneumothoraxeffusion,1.8614106551112188
readjustment,1.8606355725995756
hemorrhages,1.8593185419724705
discontinued,1.8582093246395281
contained,1.8577879393342676
periatrial,1.856521608725939
dome,1.8550476482173517
optimized,1.8550223377818416
specific,1.8542436564682112
referred,1.8540296813662398
adnexa,1.8525169259472238
pass,1.852382361504377
infarctions,1.8519496972771243
hap,1.8512282832449973
jrld,1.8502908116800134
magnetic,1.8494310598729284
implants,1.8492939573841647
indentation,1.8491866252999924
tonight,1.8482665683339192
wellcircumscribed,1.8478841075628416
transit,1.847234252966914
hiatus,1.8446655999812838
certainly,1.842693005892362
outflow,1.8422000922170991
leading,1.8421834054850859
suboptimally,1.8393993231598023
awaiting,1.839030076063155
become,1.838955873770319
retrocrural,1.8375788665835966
esrd,1.8362769057028077
bifem,1.8356739258042987
ok,1.834294037239663
continuing,1.833714415924825
metabolic,1.833425984203963
alternatives,1.832868453259302
nonenhancing,1.8309538304357995
exploratory,1.8295852871588847
reop,1.8293373510121729
saturations,1.827604089182469
evaulate,1.8265761058882322
lovenox,1.8265164149118005
surrounds,1.8261518266410453
toxoplasmosis,1.8250892778412307
satisfactorily,1.8235535409095056
heterogenous,1.8226628131448832
dwi,1.8199847654828463
mva,1.8194631341434895
flexed,1.818927435951919
discontinuation,1.81877692140256
plethora,1.818193220292806
pneumoniatroponin,1.8178278116818982
headaches,1.8176185913609424
tracks,1.8169809069538303
manner,1.8142424634565597
sbna,1.812469090240924
persistant,1.8089837999634537
erosion,1.8081136233408581
entry,1.8079622084993627
thrombocytopenia,1.8045087164431932
choroid,1.8032863913012886
velocities,1.8021197651002767
returned,1.8018012380424115
doe,1.8017700387344462
discomfort,1.7993352651322736
effaced,1.7989022409113409
innominate,1.798512639313836
foramina,1.7983991561724373
anastomosis,1.7957870194323637
big,1.7953805396210039
go,1.7945527747136742
suv,1.793451979544674
care,1.7921366833041643
lavage,1.7903136070719794
erythema,1.7873902849505994
nkg,1.7864846785620154
velocity,1.7858713806923738
struck,1.7848085676172278
tachycardic,1.7844196097313911
resectionreconstruction,1.784351654448986
identity,1.7804610322979821
wedgeshaped,1.7779845709783844
malalignment,1.7766222715419324
subglottic,1.776160359044916
axially,1.775893968747556
fills,1.7755889262485671
originating,1.7745568061230208
shortly,1.7739614394498076
jejunostomy,1.773740306797461
gadoliniumenhanced,1.7734445252199027
layers,1.7729606453252342
nondilated,1.7716729371512447
reflux,1.7706953570051018
recurred,1.7674259252879276
intrafissural,1.7665987961553855
plates,1.765857567478063
corpectomy,1.7640408382534003
designed,1.7630113704197274
holds,1.7628526104783515
spared,1.7623512650435533
looks,1.7614082205464194
endogastric,1.7587477331462533
egparotids,1.7581300718686248
light,1.7570326659784001
state,1.7544956755240875
requires,1.7542621857107252
respective,1.7542041496129857
extrathoracic,1.751350455570485
connected,1.7511712602802125
chgc,1.7498056484209497
djd,1.7475489924342371
deposits,1.7472269573249748
receiving,1.7460081262872236
nephrostomy,1.7452796074233976
went,1.744226495187009
punctured,1.7412859549042758
help,1.74071386989552
volumetric,1.7403287510101313
sample,1.7403103686725654
revision,1.7380142875645632
attenuated,1.7375897760890204
general,1.73661191147968
tear,1.7365849182957125
pending,1.7363912492332854
purpura,1.732154486532709
occluding,1.7321034208697108
drlast,1.7303321954685458
radiotracer,1.7299993531671856
aortopulmonary,1.7284107200651004
obliterates,1.7278025331442675
failureleaking,1.727768941406461
nondependent,1.7273315947887726
posttreatment,1.7271366285836915
kinked,1.7218085143615405
reticulonodular,1.721653226476743
atelectasisscarring,1.7215082717762327
droop,1.7207381764252072
bulk,1.7204527623313146
subependymal,1.7202331360738166
protrusion,1.7191568790968927
fecal,1.718765556851117
thrombosed,1.7183565691412102
cmsec,1.7182551902038825
cap,1.7180103372712177
entirety,1.7165786983040123
postextubation,1.715903746559347
looking,1.714121004830118
preparation,1.7129036117615146
emergency,1.7120920399857618
migrated,1.7113185631286068
luminal,1.7109851779123064
hemopneumothorax,1.7093107898845499
ax,1.7087267649074
sg,1.708718238165019
porta,1.7077471687051045
damage,1.705770594243378
provide,1.7053798318255367
epigastrium,1.704726252443571
coil,1.70137622385797
infiltrating,1.698383688555076
rage,1.6977398116848645
cbd,1.6961325986385332
transparency,1.6960850311249942
intraservice,1.6957740373694297
ordered,1.694436304608721
impressions,1.6943455789435486
ultrasonographic,1.6924785091856147
canferchronic,1.6910881749225526
asap,1.6907418184835232
abuse,1.6866171724952406
antegrade,1.6857421738535132
xr,1.6844991452076505
dependently,1.6833180041393505
diastolic,1.6829158571614378
aerosolized,1.6808245728416047
extraluminal,1.6795838309953235
normalappearing,1.6789826222597155
atelectasiscollapse,1.6784246161817116
emission,1.6779206828612943
boluses,1.6775039692674265
hemispheric,1.6747751566401217
atherosclerosis,1.6745492341889707
comparing,1.6734218866763009
guidancelocalization,1.672770940256525
legs,1.672121799052603
densely,1.6717152169572769
rr,1.6702183163494098
enhances,1.6697442692562472
premature,1.6694566069541092
reportedly,1.6691915478943753
multiprocedure,1.668974356814291
azygous,1.6683028316377402
pneumoniaaspiration,1.668114082659961
metasteses,1.6654612534517996
medicine,1.6619994586333389
likley,1.6619535311773648
mucoid,1.6613470634070744
compresses,1.6592531949834104
nephrectomy,1.6591476951782702
lij,1.659024303924715
confirms,1.6581837221343458
home,1.656804022824875
bw,1.6563192995364355
deployed,1.655089942300102
needing,1.653169462795294
contributing,1.6531140309136845
upwards,1.6529823663276553
xlap,1.6503735191092053
sectionsclip,1.6494893165663131
shoulders,1.649297841527285
operating,1.6489810063359578
en,1.6475527442186197
angulation,1.6472299698156414
walls,1.646089505684786
dramatic,1.643980717835245
intrapulm,1.6434223781213728
abdpel,1.6433145276404801
fellow,1.6403304691187153
hxo,1.6402866869522863
gradually,1.6389315927215877
plan,1.6388698718058239
demonstration,1.6384453270827823
tentorium,1.6380945204500306
postoperatively,1.6377111545636336
invasive,1.6352791523857757
jbre,1.6347819421193985
infarctionhead,1.630434850737625
sepsismyocardial,1.630434850737625
uniformly,1.6304062588956634
excrete,1.629848346062571
impaired,1.6292479285024337
mammary,1.6276300792877334
incision,1.6267915343394863
spacing,1.6267664096132641
moved,1.6266237434271316
form,1.625109400777131
anterolisthesis,1.6249576567459643
root,1.6228314887244357
consistency,1.622777276731677
anginaettcath,1.6209522455154315
iatrogenic,1.620675440440728
longterm,1.6189584439932794
laparotomy,1.6189228721487805
expanding,1.618434798069993
ortho,1.6155998249017205
wdropping,1.6153358538661324
say,1.6149315136135582
spanning,1.6143120386998766
cancertelemetry,1.6132534326021228
sinusitis,1.6107574412742145
broncial,1.6096668868123751
lobebronchoscopy,1.6096668868123751
pressures,1.6091189373268135
accident,1.6080019803798287
kyphosis,1.6076586254151295
thoracics,1.6066666078826544
debris,1.606308452787363
unless,1.6057234710513557
parapneumonic,1.604278728439712
narrow,1.603927061642906
cancerhemoptysis,1.6038069018449304
bubble,1.6027101910153991
empty,1.6026654112426817
wheeze,1.6026073441891344
oxygenate,1.5997732562120506
jkpe,1.5992285454364663
apart,1.596050184158675
pad,1.5947569201151783
ha,1.594308223693635
reflective,1.5935260084497902
yet,1.592812805851624
cardiogenic,1.592500650608296
conspicuity,1.592243119601946
orientation,1.5921738747994034
extended,1.5901498027709466
flush,1.589674603477375
distinguish,1.5878626969924206
extext,1.5875496238457312
selected,1.5870748114439566
sections,1.5863741420903226
underpenetration,1.586088640252799
occupied,1.5856524992783654
bronchogram,1.5844958627063026
underpenetrated,1.5842023730278556
lmslll,1.583163458189422
embolized,1.581530467915155
cutaneous,1.5814331400533004
excessive,1.5800648553295153
appendage,1.5800415290126715
period,1.5796133255186637
ln,1.579258436937627
lp,1.5788286278747983
prominently,1.5785848692738855
rvats,1.577909058583951
pos,1.5763392920839245
tachy,1.575746279573115
ramus,1.5755509762388247
pss,1.5755050034386948
peribronchiolar,1.575223808852902
dysfunction,1.574982954140632
requisition,1.5744504407864648
lactate,1.5735366378012299
screw,1.5710308777724293
packing,1.571002829346693
fibroid,1.5708255321732998
scalpsda,1.570660139434211
cabgmvr,1.5702630085042246
reservoir,1.569732758632947
pneum,1.5692224281098421
hilarmediastinal,1.568871055513745
overdistended,1.5682865472886134
utilizing,1.5682457098107947
wfluoro,1.5677533458153086
effusionmediastinal,1.5658368794256186
silent,1.5655261962074978
microcatheter,1.5639755084206513
max,1.5622769212269965
glenohumeral,1.559709546929257
lie,1.5595363957213397
red,1.5593159641502614
interventional,1.55898399336207
eighth,1.5582717884986361
responsive,1.5579849093419544
heplocked,1.5569924161938287
disappeared,1.5548193602945088
epigastric,1.553125267943128
original,1.5530910158536524
ivf,1.5526924774353752
descends,1.5514478247506942
schedule,1.551158253330278
pressors,1.5508229006841987
pntx,1.5501255412967065
language,1.550012916011571
sacroiliac,1.5489144848868488
subq,1.5483261883220918
hemorrhageplease,1.5470365405273827
hypopharynx,1.5466394941095833
identifiers,1.544407087100821
plct,1.5443988634828287
airleak,1.544182895955706
establishing,1.5440718103130378
hemodialysis,1.5432634457265968
placedcm,1.5432452599037143
flank,1.5419862543813843
nasopharynx,1.5398853826274044
physicians,1.5398580144164735
seminal,1.5389508670362948
focally,1.5384381696368445
glottic,1.538265180134105
way,1.5375611180407478
doxycycline,1.535175202411684
curvature,1.5348197583432013
spfc,1.533071412913087
nucleus,1.5329375287830058
gwlms,1.53232554614625
shallow,1.5321482326555103
lthoractomylll,1.5319901068155848
faintly,1.5318581201775914
osteopenic,1.531689174059488
obliterating,1.5307504422548668
flattened,1.529363651334229
abn,1.529178302898179
occiput,1.5283649813960563
hypoglycemia,1.5283315099921522
projectional,1.5278282057245778
nonobstructing,1.5271898722474708
ant,1.527149651249927
flexure,1.526866854681744
nuclear,1.5261684358125658
try,1.5252979472120638
reaccumulated,1.5245222421827325
demineralized,1.5236277453354692
intro,1.523151155279434
gait,1.5218914248630735
bm,1.5211397687223907
spiked,1.5208282844224448
labored,1.5204813735577325
confines,1.518544432404014
cooperate,1.5181664320733579
overdistention,1.5178948318261631
triangular,1.5174901645285028
displays,1.5165152884357211
incl,1.5145515948393689
tracheoesophageal,1.514192345943712
vesicles,1.5108198856902062
smallmoderate,1.5104174722475774
paravertebral,1.5103006921807365
pupil,1.5099905048599929
seizurebrain,1.509666203563859
dose,1.5084049001032094
fluoroscopically,1.5082098199256373
ggj,1.5081359769279776
occult,1.5068336277268117
observe,1.5050735441445653
iiib,1.4998289777118214
rectus,1.4998018593152898
administering,1.4988221776431674
unexplained,1.494879340550402
radiography,1.494473713391371
rvranemiapneumonia,1.4939566403733622
cast,1.4922793867578217
plexus,1.4916051200034541
procedures,1.4909856807579
fragment,1.4903894686969006
processing,1.4887770607511892
cancerback,1.4879078793123224
stroketelemetrytransient,1.4866892956636533
lipoma,1.4863078102024054
glidewire,1.4857245738587301
nondistended,1.4841232979252044
responsiveness,1.4835338051992744
subluxation,1.483250457225371
nonenhanced,1.4830713284745638
aligned,1.481818546746446
bloody,1.4805421170030546
optimally,1.4804932521035306
effusionpneumothorax,1.4800873107510695
pnuemonia,1.478499067988377
crosses,1.4766320309917769
adjusted,1.4764662584912753
saline,1.4762103865161196
aspf,1.4737079736419925
orclip,1.4732625434503173
duallumen,1.4724272481095744
face,1.47109080835498
stridor,1.4704431626923888
coronally,1.470417469698785
outlining,1.4688377232957337
constellation,1.4672897623612458
mjmgb,1.4659668696763155
minute,1.465810207444136
hcv,1.4632445726136973
oropharynx,1.4629348782684986
sagittally,1.4625133656164149
intralobular,1.4609808692611557
tw,1.4603711228533016
lobular,1.4601028134522243
multiloculated,1.4597006640341559
uppermid,1.4584116869635746
injuries,1.4582618018288718
ehab,1.4566189233219216
musculoskeletal,1.4563518023504707
ward,1.4557757046577566
visapaque,1.4548339514475281
atriocaval,1.4542299057755717
maintains,1.4533304465943682
intrapleural,1.4529914711150709
reevaluation,1.4529658504074925
hydroptx,1.4524153386902399
exploration,1.451094512281635
cdiff,1.4504421273683517
gasdistended,1.450419137917958
test,1.4502587914576497
tacchycardia,1.447338275131366
lar,1.447338275131366
tender,1.4464738217661421
calculus,1.4438772261601176
diverticulum,1.443862727625743
detectable,1.4431567448854798
recovery,1.4430692366131865
diuresed,1.4429600677254926
sclca,1.4414957641862316
als,1.4404454312873103
impairment,1.440101067372039
grown,1.4391722521356072
intrapelvic,1.4389439064662957
coiling,1.4377216575808034
congested,1.4360794709969162
mask,1.4358285849879147
acetabulum,1.435579842388752
disseminated,1.4353047255867948
scapula,1.4352141318643148
uppertomid,1.43443157145069
workstation,1.4332316905019664
delta,1.4329743491174272
void,1.4320562785457451
cycle,1.4312938276598555
vermis,1.4301458006863106
rupture,1.4285657997670564
resistive,1.4284849599431588
retrograde,1.4280178282142029
careweb,1.4277309677955772
paracolic,1.4259091207744263
jnajojsda,1.4259001279644878
heights,1.42528620472195
delineating,1.424437655434092
enough,1.42331446580906
postbronch,1.4223453073965286
dura,1.4223382093882042
postsurgery,1.4218034720386468
pig,1.4216751544807413
epiglottic,1.420633926245891
malformation,1.419945777387952
tongue,1.4195212561288
bilobed,1.419392209011612
fractured,1.4184210266525898
sdh,1.417014865178185
arteriovenous,1.4168039069003036
bac,1.4123934049265519
problems,1.4111428963123214
jxrl,1.409509223895331
cr,1.409067423931229
infiltrated,1.4088598759630238
palpable,1.4084160029281545
nondiagnostic,1.4074781259979274
lungsda,1.4069572601443987
delineation,1.405687476115659
relating,1.405625104440038
differentiate,1.4052973560774782
entrance,1.4051528365452333
valleculae,1.404645376224832
rulrml,1.404088474547861
relayed,1.4038847418831508
walltowall,1.403485500462037
surgically,1.4033459464267894
wpneumothorax,1.4029273973322125
placemnet,1.4020164197865326
hypercalemia,1.4010237056235035
mmp,1.4007339533855363
esp,1.4004406508600153
growth,1.3996607461432493
nondisplaced,1.399495617391743
lamina,1.3990915978314322
hyperdensities,1.3990503210197691
massshortness,1.3989449688745046
biopsied,1.3981511905280477
calcific,1.3969266528286184
streaks,1.3956000351288353
infectiondiabetic,1.3952352172051818
airless,1.3949913044753397
attributable,1.3942853385114327
resides,1.3939229488112725
appy,1.3934246483933657
palcement,1.3931675989357444
discuss,1.393048100221374
waxing,1.3923384752926986
malposition,1.3920998812042218
avidity,1.3916230402350198
afsn,1.3915711221355274
whemoptysis,1.3913636109686236
periportal,1.3911929318131837
meds,1.3911571590764942
dislodgement,1.3902394614134952
aneurysmsda,1.3891923096462075
became,1.3888857564983739
concerned,1.3885537570858455
cannula,1.3875842810601346
subclav,1.3872818261343933
aspergillosis,1.3868333220479925
planned,1.38643015845299
consisting,1.3862424173921517
copies,1.3853153494904968
resistance,1.3847221096818896
asthma,1.384528464572359
forearm,1.3843818457132127
follows,1.3838566488135682
wc,1.38333657427089
breathchest,1.3826950841796315
dehydrationedemafailure,1.38195613366289
effusionnon,1.381129018438555
posteromedial,1.379760006762793
pedicles,1.3778874892718753
constipation,1.3766291949260832
tachypneic,1.3764137604034803
fell,1.3741464001116594
stx,1.372726615660278
contribution,1.3725544603928077
vi,1.3712972682704805
mvr,1.369554047468422
abut,1.368420668193255
ild,1.3683986877712986
stress,1.3675127801251268
rendering,1.3662999661044588
desaturating,1.3660476192386932
perinephric,1.3660316761000435
consultation,1.365572250627467
collapseeffusion,1.365123810724063
cardiovascular,1.3648883972354138
hcp,1.3641316979067626
others,1.3639696838497726
manual,1.3619597889956678
greatly,1.3596993924566445
deflection,1.358737876765792
wwoc,1.35813454100769
aorticopulmonary,1.3580393208138306
rpleural,1.3579920491456712
issues,1.3559999327557661
traverses,1.355961078637687
circular,1.3559035199053704
certainty,1.3549874834429128
exist,1.354373625982001
representative,1.353931950235069
vertical,1.3532058674066765
singlelumen,1.352982236369789
metastic,1.352687577021547
scanned,1.3516316747631194
hcc,1.3514929881097313
gutter,1.3500727895331148
impinging,1.3496074406022385
detect,1.3495620854706754
doepleural,1.348201118073567
nrb,1.3461452327756422
frequent,1.3446234041766214
sx,1.3437117892634645
fro,1.3433964302001373
mediastinitis,1.3432854264249225
hemomediastinum,1.342653389741323
gmsj,1.342007825924633
dop,1.3407510591766951
endstage,1.3403104095340768
siadh,1.340035003721155
healing,1.3398334004823012
hyperattenuating,1.337398266369905
gentleman,1.3353341094238171
ogtube,1.3349113500675258
forward,1.3339348046774662
embospheres,1.3337917696613362
systems,1.3315676284414755
collaterals,1.3311140341348948
chance,1.3307082253408509
gated,1.3303619201047419
rm,1.3286433717717638
lethargic,1.3276374118534515
impending,1.3262258441444283
llung,1.3261473504836951
drainable,1.3260527114495608
jrci,1.3255569342754472
subcut,1.3241968502047858
eccentric,1.3232108305377202
lowdose,1.3221229626642197
interstitium,1.3218845732169007
aphasia,1.3205560209907183
coreout,1.3204689437911923
factors,1.3203768130383455
inversion,1.3203436556651684
island,1.3200773915960762
lms,1.3199368761907753
postresection,1.3193659892914986
hivaids,1.3188483725243907
fo,1.3178561740916614
duodenal,1.3178380540557775
dm,1.3175937976018486
epicardial,1.3174912114836987
collpase,1.3170865887995715
metastatis,1.3164035027527907
pneumoniahyponatremia,1.3150059352751295
unrelated,1.3143578020949276
disorder,1.3133931374366692
sella,1.312353212034609
selfextubation,1.312200078091501
selectively,1.3114954020218106
manifestation,1.3112707777949917
conscious,1.310698459179273
suctioning,1.30981202907317
diverticular,1.3090895931191433
duotube,1.308847732850924
cxrs,1.3074707271689314
passage,1.3071778421200992
svcright,1.3067748715334
elements,1.3059691824762338
embolize,1.3042711070091035
tesla,1.3039903977930014
spectral,1.3024121508465236
copy,1.301181790771347
arhb,1.299970849252236
map,1.2996737433950154
technologist,1.2989385688503257
attempteed,1.2988176246706797
plueral,1.298102391429543
favoring,1.2975486660536775
apicolateral,1.2959182491136139
pnuemo,1.2959139359272112
officer,1.2953963925336072
pressor,1.294436792175606
indices,1.2940084958505502
transaminitis,1.2917079092135435
wellaerated,1.2908564733909005
drip,1.289396169010376
newonset,1.2887606392450228
phenomenon,1.2881634680004361
orifice,1.287866295182452
lft,1.2873732009499583
localize,1.287114436132142
tablet,1.2861594382447783
pci,1.2851203560488473
unexpected,1.2844145303239678
cephalization,1.2828153754978397
want,1.2823994081668295
echogenicity,1.2823354315829743
schmorls,1.2818545002628685
tell,1.281731639541165
curled,1.276591203412099
added,1.2765506246437632
friday,1.275900739412799
demineralization,1.2758863630715767
remnant,1.2756064521219583
dramatically,1.274941275896183
neither,1.2742953353775883
anomaly,1.2732891067204277
lvats,1.273119526171412
sarcoma,1.2730008496771568
cxry,1.2729971581063253
atelectasisinfiltrate,1.2728905763746707
apc,1.2728388350652846
hips,1.2718974989226697
demand,1.2713871815548823
reticulation,1.2683628807206924
ia,1.268235611024337
coughing,1.2681638034659566
shape,1.2679823643820174
track,1.267381035994577
micron,1.2673720426709447
extrem,1.2664947418879322
cancelled,1.266036982668255
timeofflight,1.265942649372588
retrosternal,1.2656659511994983
cant,1.2655168480755132
convincing,1.2653606182982795
architectural,1.265296132550078
trache,1.265009928125572
heterogeneity,1.2648768753375332
coned,1.2633824328890657
dextroscoliosis,1.2624122349432105
hydration,1.2616406255323755
trapped,1.2612190283903701
lsided,1.2602744041475225
muscles,1.2600890536309959
tubed,1.2599023953631097
apicoposterior,1.2591075307022737
paresis,1.2584380472127379
organizing,1.2583260644215606
decision,1.2581095655205954
infiltrateeffusion,1.2580453030830023
diaphoresis,1.2561308184907056
anastomotic,1.2549404103857795
thalamic,1.2539540361984103
multisequence,1.2520435778760826
jwk,1.251940462377526
angioplasty,1.2514147275876215
whitedoctor,1.2511301938400026
hypoplastic,1.2509020582967032
vacuum,1.250190108974304
ue,1.249841170989158
rle,1.249568221952097
needles,1.248951786032673
hemetemesisgastrointestinal,1.2461693650299401
trv,1.2458626792340162
aspirationpneumonia,1.2456602782092978
wrist,1.24440718859053
grey,1.2443463699568325
making,1.2443215235292964
distributed,1.24390891905719
regression,1.2438605771215996
medications,1.242811510317401
adc,1.2427817818232703
opaque,1.2414710486591993
varying,1.241359541224509
fna,1.2413395618247833
shfd,1.240981467534373
ym,1.240829513175516
manipulation,1.236603410299021
anticipated,1.2359164552746813
bedrest,1.2357049753242093
impingement,1.2342855165889957
areation,1.2339278373738052
stemsda,1.2334871443475413
intratracheal,1.23320687004315
intramedullary,1.2327662110887232
drowned,1.2326214675871774
mptb,1.231342212643869
wob,1.2312224599615733
shoot,1.225355949755349
polypoid,1.225339056809659
wf,1.22450846259434
pneumoniaeffusiondelirumsuicidal,1.2241702167444632
ideation,1.2241702167444632
stated,1.2237262548604408
allow,1.2231445245881825
palpation,1.2227569039384865
morphologic,1.2226411697253552
delerium,1.2223083551559253
quantity,1.2221529903374027
band,1.2221196964489436
req,1.22205296009794
dropped,1.2218978887365823
todayptx,1.2216307019963217
fatcontaining,1.2209095793292972
layer,1.2202901871845684
radiodense,1.220248720459529
spillover,1.2201409241216203
confidently,1.218223063173546
strongly,1.2181661142037394
elongated,1.2173864147369478
paid,1.2165231495082665
neurosurgical,1.21599830186503
silhouetting,1.2157361109984568
demonstrable,1.2153093376143793
away,1.2151330760417172
approx,1.2143770950245685
mornings,1.2140144514580582
aware,1.2135000186337124
memory,1.212235236799643
irregularly,1.21117851832129
invaded,1.2095904549634557
discharged,1.2091562357863164
eu,1.2090717971044778
defibrillator,1.2078613585368083
poststenotic,1.2067061657010834
ie,1.2063504045272002
mycobacterial,1.204866266074856
tbm,1.2042406480931303
itnerval,1.203799229310156
nonrotated,1.2035422575001493
ijv,1.202622341498527
evalate,1.202110137055451
sacral,1.2019296842188543
tv,1.2018850547284754
midtolow,1.201409392232327
er,1.2013458343475127
invades,1.2011689197529076
surgeries,1.2005481127556912
secretion,1.2000452213430632
electronic,1.1998643781935194
cardiomyopathy,1.1991969200838732
pneumoectomy,1.198623101605269
pneumohemothorax,1.1983450768005903
siphons,1.1980993055267999
intermed,1.198087178969554
chemoxrt,1.197398686055092
approximate,1.1969239946836172
putting,1.1956267065325457
orbital,1.1955510285915367
subchondral,1.195270806040638
endocarditis,1.1938719403982985
incr,1.1937804252669857
thickwalled,1.1937051608273395
anemiahypercalcemia,1.1934750968899779
dictating,1.1933787012253991
endoscopy,1.19303520253127
egd,1.1917832679904914
pmh,1.1914995060406934
hilarinfrahilar,1.190501492588327
infiltrateatelectasis,1.1878765289094093
together,1.1870695170354124
honeycombing,1.186388543232209
wtachypnea,1.1863426745212644
ck,1.1853251366416178
modality,1.1851241782590096
posttrach,1.1849591842669507
herniated,1.1845555779019172
lab,1.1825907382364873
cold,1.1820840581420442
algorithm,1.1814113201744716
sever,1.1808680617613014
hydro,1.180356671790861
neurologic,1.1796656301939412
processplease,1.1793137087359002
omental,1.179159355356286
ectatic,1.178841075325693
pxdb,1.1787456715512872
static,1.1768084515633117
suprabasal,1.176586400676101
improve,1.1765352724029445
intake,1.1759972486237562
tunneled,1.1744634533371
intrabdominal,1.1720353759777087
pdt,1.1711918482029193
huddle,1.1707225986083316
trachpeg,1.1705777177541343
parotid,1.1687733830664628
cancerhyponatremiasyncope,1.1687179365855596
hemoptysislung,1.1686655666350687
bronchoplasty,1.1686454105352728
sbp,1.165530521774565
hemithoraces,1.1650217186832177
adenoid,1.1648504608290469
lobesda,1.164150443233689
physiologic,1.1638368774217815
hxlung,1.163558401097163
effisions,1.163558401097163
asess,1.1631464560469646
retropulsed,1.1631235926493073
correlative,1.1629871212095482
dt,1.1619934113498356
seroma,1.1619475657903233
malnourishment,1.1618989132971007
hemopysis,1.1618977436915483
real,1.1617214845467747
videofluoroscopy,1.160240975345541
anoxic,1.1584199811029714
reporting,1.1582368616060161
np,1.1579949413900636
managent,1.1575382218912944
ileocecectomy,1.1574732146640172
annulus,1.1569474609668005
broncho,1.156536602254736
mlkb,1.1554019177609642
electrodes,1.1533446136599834
locale,1.151992678064397
wrecons,1.1518011692987047
ami,1.1517540840996352
pbec,1.1509541428321455
eff,1.150778590461362
radical,1.1507491762718955
gt,1.1507426724262202
falciform,1.1502451209294324
aw,1.1501258147850981
magnet,1.1498864159861921
effsuion,1.149154528949259
measurement,1.148962908117839
stasis,1.1483376702466268
ethmoidal,1.1475501762121
encephalitis,1.1475008089152836
trochanter,1.1464841653768236
wks,1.146173690253337
till,1.1459874473841327
treitz,1.145802528310521
postleft,1.145286313700257
centesis,1.1438747027586313
uppermost,1.1434844218178135
